"Type","Date","Set Time","Title","Amount","Currency","Exchange Rate","Category Group Name","Category","Account","Notes","Labels","Status"
"Expense","2022-08-12 14:26:46","14:26","Groceries","-6.30","EUR","1.0000000000","Household","Grocery","Savings","
","","None"
"Expense","2022-08-12 09:58:14","09:58","Coffee","-3.50","EUR","1.0000000000","Entertainment","Coffee","Savings","Arabica","","None"
"Expense","2022-08-11 21:56:21","21:56","Food","-9.00","EUR","1.0000000000","Entertainment","Dining Out","Savings","Vacation","","None"
"Expense","2022-08-11 21:56:09","21:56","Drinks","-5.00","EUR","1.0000000000","Entertainment","Drinks","Savings","","","None"
"Expense","2022-08-10 11:02:37","11:02","Cyta","-46.31","EUR","1.0000000000","Utilities","Mobile","Savings","","","None"
"Expense","2022-08-09 22:05:50","22:05","Coffee","-7.00","EUR","1.0000000000","Entertainment","Coffee","Savings","Arabica","","None"
"Expense","2022-08-07 12:12:50","12:12","Coffee and snack","-6.55","EUR","1.0000000000","Entertainment","Vacation ","Savings","","","None"
"Expense","2022-08-07 00:20:26","00:20","Drinks","-5.00","EUR","1.0000000000","Entertainment","Vacation ","Savings","","","None"
"Expense","2022-08-06 23:33:23","23:33","Souvenir","-3.95","EUR","1.0000000000","Entertainment","Vacation ","Savings","","","None"
"Expense","2022-08-06 22:54:58","22:54","Food","-30.00","EUR","1.0000000000","Entertainment","Vacation ","Savings","Vacation","","None"
"Expense","2022-08-06 13:01:41","13:01","Parking","-2.00","EUR","1.0000000000","Entertainment","Vacation ","Savings","","","None"
"Expense","2022-08-06 13:01:31","13:01","Coffee","-2.90","EUR","1.0000000000","Entertainment","Vacation ","Savings","","","None"
"Expense","2022-08-06 12:01:16","12:01","Snack","-3.15","EUR","1.0000000000","Entertainment","Vacation ","Savings","","","None"
"Expense","2022-08-06 00:56:23","00:56","Drinks","-11.50","EUR","1.0000000000","Entertainment","Vacation ","Savings","","","None"
"Expense","2022-08-05 23:02:45","23:02","Food","-24.00","EUR","1.0000000000","Entertainment","Vacation ","Savings","Vacation","","None"
"Expense","2022-08-05 23:00:03","23:00","Google Colab","-10.00","EUR","1.0000000000","Others","Others","Savings","","","None"
"Expense","2022-08-05 16:52:12","16:52","Hotel","-44.00","EUR","1.0000000000","Entertainment","Vacation ","Savings","","","None"
"Income","2022-08-05 15:04:22","15:04","Adjustment","1838.20","EUR","1.0000000000","Others","Others","Wallet","Account Adjustment","","None"
"Expense","2022-08-05 13:48:37","13:48","Groceries","-1.35","EUR","1.0000000000","Household","Grocery","Savings","
","","None"
"Expense","2022-08-04 09:17:14","09:17","Coffee","-7.50","EUR","1.0000000000","Entertainment","Coffee","Savings","","","None"
"Expense","2022-08-02 12:21:31","12:21","Snack","-2.20","EUR","1.0000000000","Entertainment","Dining Out","Savings","Arabica","","None"
"Expense","2022-08-02 10:25:53","10:25","Drinks","-11.54","EUR","1.0000000000","Entertainment","Drinks","Savings","","","None"
"Expense","2022-08-01 23:05:36","23:05","Food","-4.30","EUR","1.0000000000","Entertainment","Dining Out","Savings","","","None"
"Expense","2022-08-01 17:27:01","17:27","Food","-4.00","EUR","1.0000000000","Entertainment","Dining Out","Savings","","","None"
"Expense","2022-08-01 11:54:47","11:54","Snack","-4.90","EUR","1.0000000000","Entertainment","Dining Out","Savings","Arabica","","None"
"Expense","2022-08-01 00:06:44","00:06","Drinks","-17.00","EUR","1.0000000000","Entertainment","Drinks","Savings","","","None"
"Expense","2022-07-30 18:12:43","18:12","Beach","-7.50","EUR","1.0000000000","Others","Others","Wallet","","","None"
"Expense","2022-07-30 18:12:29","18:12","Coffee","-4.70","EUR","1.0000000000","Entertainment","Coffee","Wallet","","","None"
"Expense","2022-07-29 11:19:56","11:19","Snack","-2.00","EUR","1.0000000000","Entertainment","Dining Out","Savings","Arabica","","None"
"Expense","2022-07-28 13:58:09","13:58","Clothes","-30.00","EUR","1.0000000000","Entertainment","Shopping","Savings","","","None"
"Income","2022-07-28 13:56:53","13:56","Tepak","1564.00","EUR","1.0000000000","Employer","Salary","Savings","","","None"
"Expense","2022-07-26 09:09:11","09:09","Gamepass","-10.00","EUR","1.0000000000","Entertainment","Games","Savings","","","None"
"Expense","2022-07-25 09:23:46","09:23","Coffee","-2.50","EUR","1.0000000000","Entertainment","Coffee","Savings","Arabica","","None"
"Expense","2022-07-25 09:08:50","09:08","Fuel","-20.00","EUR","1.0000000000","Car","Fuel","Savings","","","None"
"Expense","2022-07-24 17:41:27","17:41","Coffee","-2.50","EUR","1.0000000000","Entertainment","Coffee","Savings","Arabica","","None"
"Expense","2022-07-22 09:52:09","09:52","Coffee","-3.50","EUR","1.0000000000","Entertainment","Coffee","Savings","Arabica","","None"
"Expense","2022-07-22 09:51:53","09:51","Fuel","-30.00","EUR","1.0000000000","Car","Fuel","Savings","","","None"
"Expense","2022-07-21 09:43:14","09:43","Coffee","-2.50","EUR","1.0000000000","Entertainment","Coffee","Savings","Arabica","","None"
"Expense","2022-07-20 23:08:13","23:08","Drinks","-18.00","EUR","1.0000000000","Entertainment","Drinks","Savings","Kimonos art center","","None"
"Expense","2022-07-20 09:35:51","09:35","Coffee","-3.50","EUR","1.0000000000","Entertainment","Coffee","Savings","Arabica","","None"
"Expense","2022-07-18 09:25:07","09:25","Coffee","-4.50","EUR","1.0000000000","Entertainment","Coffee","Savings","Arabica","","None"
"Expense","2022-07-18 09:03:28","09:03","Groceries","-1.85","EUR","1.0000000000","Household","Grocery","Savings","
","","None"
"Expense","2022-07-17 18:11:24","18:11","Aliexpress","-6.49","EUR","1.0000000000","Entertainment","Shopping","Savings","","","None"
"Expense","2022-07-17 15:29:40","15:29","Fuel","-50.00","EUR","1.0000000000","Car","Fuel","Wallet","","","None"
"Expense","2022-07-17 14:35:10","14:35","Coffee","-2.50","EUR","1.0000000000","Entertainment","Coffee","Savings","Arabica","","None"
"Expense","2022-07-16 12:05:10","12:05","Clothes","-36.00","EUR","1.0000000000","Entertainment","Shopping","Savings","","","None"
"Expense","2022-07-16 11:00:53","11:00","Earbuds","-32.31","EUR","1.0000000000","Entertainment","Shopping","Savings","","","None"
"Expense","2022-07-16 11:00:46","11:00","Haircut","-8.00","EUR","1.0000000000","Others","Others","Savings","","","None"
"Expense","2022-07-15 09:23:16","09:23","Coffee","-5.00","EUR","1.0000000000","Entertainment","Coffee","Savings","Arabica","","None"
"Expense","2022-07-13 22:02:43","22:02","Gym","-45.00","EUR","1.0000000000","Others","Others","Savings","Gymnastica","","None"
"Expense","2022-07-13 12:41:43","12:41","Snack","-1.00","EUR","1.0000000000","Entertainment","Dining Out","Savings","Arabica","","None"
"Expense","2022-07-12 15:30:19","15:30","Coffee","-6.60","EUR","1.0000000000","Entertainment","Coffee","Savings","Coffee islabd","","None"
"Expense","2022-07-11 10:12:41","10:12","Coffee","-7.00","EUR","1.0000000000","Entertainment","Coffee","Savings","Arabica","","None"
"Expense","2022-07-10 16:51:44","16:51","Coffee","-5.60","EUR","1.0000000000","Entertainment","Coffee","Savings","Arabica","","None"
"Expense","2022-07-09 22:44:52","22:44","Steam","-5.75","EUR","1.0000000000","Entertainment","Games","Savings","","","None"
"Expense","2022-07-09 19:30:48","19:30","Steam","-14.29","EUR","1.0000000000","Entertainment","Games","Savings","","","None"
"Expense","2022-07-08 20:50:13","20:50","Groceries","-14.59","EUR","1.0000000000","Household","Grocery","Savings","
","","None"
"Expense","2022-07-07 10:25:38","10:25","Fuel","-40.00","EUR","1.0000000000","Car","Fuel","Wallet","","","None"
"Expense","2022-07-07 10:25:30","10:25","Coffee","-2.30","EUR","1.0000000000","Entertainment","Coffee","Savings","Arabica","","None"
"Expense","2022-07-07 09:00:05","09:00","Snack","-1.60","EUR","1.0000000000","Entertainment","Dining Out","Savings","
","","None"
"Expense","2022-07-06 10:47:37","10:47","Coffee","-6.00","EUR","1.0000000000","Entertainment","Coffee","Savings","Arabica","","None"
"Expense","2022-07-05 16:25:22","16:25","Google Colab","-10.00","EUR","1.0000000000","Others","Others","Savings","","","None"
"Expense","2022-07-05 11:43:40","11:43","Stephanis","-23.95","EUR","1.0000000000","Entertainment","Shopping","Savings","Xbox batteries ","","None"
"Expense","2022-07-04 10:50:09","10:50","Coffee","-3.00","EUR","1.0000000000","Entertainment","Coffee","Savings","Arabica","","None"
"Expense","2022-07-02 12:34:30","12:34","Aliexpress","-3.77","EUR","1.0000000000","Entertainment","Shopping","Savings","Usb c to jack3. 5","","None"
"Expense","2022-07-02 00:01:32","00:01","Drinks","-23.50","EUR","1.0000000000","Entertainment","Drinks","Savings","","","None"
"Expense","2022-07-01 09:29:29","09:29","Coffee","-2.50","EUR","1.0000000000","Entertainment","Coffee","Savings","Arabica","","None"
"Expense","2022-06-30 02:09:17","02:09","Drinks","-10.00","EUR","1.0000000000","Entertainment","Drinks","Savings","La isla","","None"
"Expense","2022-06-29 21:52:49","21:52","Snack","-3.25","EUR","1.0000000000","Entertainment","Dining Out","Savings","
","","None"
"Income","2022-06-29 10:19:18","10:19","Tepak","6875.00","EUR","1.0000000000","Employer","Salary","Savings","Last payment for aiD","","None"
"Expense","2022-06-27 21:39:32","21:39","Aliexpress","-2.91","EUR","1.0000000000","Entertainment","Shopping","Savings","","","None"
"Expense","2022-06-27 13:56:35","13:56","Gamepass","-10.00","EUR","1.0000000000","Entertainment","Games","Savings","","","None"
"Expense","2022-06-24 22:39:41","22:39","Food","-37.00","EUR","1.0000000000","Entertainment","Dining Out","Wallet","","","None"
"Expense","2022-06-24 09:44:52","09:44","Steam","-18.00","EUR","1.0000000000","Entertainment","Games","Savings","","","None"
"Expense","2022-06-22 23:45:33","23:45","Drinks","-22.00","EUR","1.0000000000","Entertainment","Drinks","Savings","La isla","","None"
"Expense","2022-06-22 11:50:43","11:50","Fuel","-20.00","EUR","1.0000000000","Car","Fuel","Wallet","","","None"
"Expense","2022-06-21 21:43:43","21:43","Cinema","-10.00","EUR","1.0000000000","Entertainment","Movies","Savings","","","None"
"Expense","2022-06-20 12:36:15","12:36","Aliexpress","-2.64","EUR","1.0000000000","Entertainment","Shopping","Savings","","","None"
"Expense","2022-06-20 12:34:06","12:34","Aliexpress","-4.83","EUR","1.0000000000","Entertainment","Shopping","Savings","","","None"
"Income","2022-06-20 08:50:42","08:50","Tepak","4351.80","EUR","1.0000000000","Employer","Salary","Savings","Payment in advance for 6 months","","None"
"Expense","2022-06-19 23:29:43","23:29","Drinks","-12.00","EUR","1.0000000000","Entertainment","Drinks","Savings","La isla","","None"
"Expense","2022-06-16 16:02:59","16:02","Coffee","-5.00","EUR","1.0000000000","Entertainment","Coffee","Savings","","","None"
"Expense","2022-06-14 22:43:30","22:43","Food","-31.00","EUR","1.0000000000","Entertainment","Dining Out","Wallet","","","None"
"Expense","2022-06-14 22:18:19","22:18","Aliexpress","-5.33","EUR","1.0000000000","Entertainment","Shopping","Savings","","","None"
"Expense","2022-06-14 20:55:19","20:55","Aliexpress","-2.01","EUR","1.0000000000","Entertainment","Shopping","Savings","","","None"
"Expense","2022-06-14 16:23:24","16:23","Coffee","-6.00","EUR","1.0000000000","Entertainment","Coffee","Savings","","","None"
"Expense","2022-06-13 20:27:03","20:27","Cyta","-23.10","EUR","1.0000000000","Utilities","Mobile","Savings","","","None"
"Expense","2022-06-12 20:31:59","20:31","Drinks","-53.50","EUR","1.0000000000","Entertainment","Drinks","Savings","La isla","","None"
"Expense","2022-06-11 13:54:05","13:54","Steam","-10.00","EUR","1.0000000000","Entertainment","Games","Savings","","","None"
"Expense","2022-06-10 18:52:40","18:52","Coffee","-2.80","EUR","1.0000000000","Entertainment","Coffee","Savings","","","None"
"Expense","2022-06-10 16:37:00","16:37","Coffee","-5.00","EUR","1.0000000000","Entertainment","Coffee","Savings","","","None"
"Expense","2022-06-10 16:36:52","16:36","Aliexpress","-6.86","EUR","1.0000000000","Entertainment","Shopping","Savings","","","None"
"Expense","2022-06-10 13:54:46","13:54","Food","-10.50","EUR","1.0000000000","Entertainment","Dining Out","Savings","","","None"
"Expense","2022-06-08 16:49:17","16:49","Drinks","-18.00","EUR","1.0000000000","Entertainment","Drinks","Wallet","","","None"
"Expense","2022-06-05 19:21:08","19:21","Google Colab","-10.00","EUR","1.0000000000","Others","Others","Savings","","","None"
"Expense","2022-06-05 15:20:32","15:20","Coffee","-11.00","EUR","1.0000000000","Entertainment","Coffee","Savings","","","None"
"Expense","2022-06-05 10:11:48","10:11","Snack","-4.00","EUR","1.0000000000","Entertainment","Dining Out","Savings","
","","None"
"Expense","2022-06-04 11:35:53","11:35","Coffee","-2.50","EUR","1.0000000000","Entertainment","Coffee","Savings","","","None"
"Expense","2022-06-02 16:30:20","16:30","Aliexpress","-5.28","EUR","1.0000000000","Entertainment","Shopping","Savings","","","None"
"Transfer","2022-05-30 10:22:28","10:22","Plato","-70.00","EUR","1.0000000000","(Transfer)","(Transfer)","Savings","","","None"
"Transfer","2022-05-30 10:22:28","10:22","Plato","70.00","EUR","1.0000000000","(Transfer)","(Transfer)","Wallet","","","None"
"Expense","2022-05-28 15:16:19","15:16","Perfume","-10.00","EUR","1.0000000000","Entertainment","Shopping","Savings","","","None"
"Expense","2022-05-28 15:15:54","15:15","Sunglasses","-35.00","EUR","1.0000000000","Entertainment","Shopping","Savings","","","None"
"Expense","2022-05-28 14:02:48","14:02","Slippers","-30.05","EUR","1.0000000000","Household","Clothing","Savings","","","None"
"Expense","2022-05-28 10:19:37","10:19","Drinks","-17.00","EUR","1.0000000000","Entertainment","Drinks","Savings","","","None"
"Expense","2022-05-27 23:55:57","23:55","Food","-10.00","EUR","1.0000000000","Entertainment","Dining Out","Savings","","","None"
"Expense","2022-05-27 13:48:25","13:48","Groceries","-7.23","EUR","1.0000000000","Household","Grocery","Savings","
","","None"
"Expense","2022-05-26 18:42:44","18:42","Coffee","-10.30","EUR","1.0000000000","Entertainment","Coffee","Savings","","","None"
"Expense","2022-05-26 10:06:29","10:06","Gamepass","-10.00","EUR","1.0000000000","Entertainment","Games","Savings","","","None"
"Expense","2022-05-25 16:26:40","16:26","Coffee","-7.50","EUR","1.0000000000","Entertainment","Coffee","Savings","","","None"
"Expense","2022-05-24 23:01:28","23:01","Drinks","-30.00","EUR","1.0000000000","Entertainment","Drinks","Wallet","","","None"
"Expense","2022-05-24 11:31:00","11:31","Coffee","-4.40","EUR","1.0000000000","Entertainment","Coffee","Savings","","","None"
"Expense","2022-05-23 11:39:19","11:39","Coffee","-4.40","EUR","1.0000000000","Entertainment","Coffee","Savings","","","None"
"Expense","2022-05-22 18:24:45","18:24","Food","-8.10","EUR","1.0000000000","Entertainment","Dining Out","Savings","","","None"
"Expense","2022-05-22 16:27:06","16:27","Coffee","-5.60","EUR","1.0000000000","Entertainment","Coffee","Savings","","","None"
"Expense","2022-05-22 11:32:12","11:32","Coffee","-2.50","EUR","1.0000000000","Entertainment","Coffee","Savings","","","None"
"Expense","2022-05-21 11:12:54","11:12","Coffee","-2.50","EUR","1.0000000000","Entertainment","Coffee","Savings","","","None"
"Expense","2022-05-20 12:15:09","12:15","Stephanis","-10.00","EUR","1.0000000000","Entertainment","Shopping","Savings","Vga cable","","None"
"Expense","2022-05-19 09:39:07","09:39","Aliexpress","-5.77","EUR","1.0000000000","Entertainment","Shopping","Savings","","","None"
"Expense","2022-05-18 16:18:44","16:18","Cyta","-46.10","EUR","1.0000000000","Utilities","Mobile","Savings","","","None"
"Expense","2022-05-17 15:13:11","15:13","Food","-25.00","EUR","1.0000000000","Entertainment","Dining Out","Wallet","","","None"
"Expense","2022-05-17 12:50:02","12:50","Coffee","-3.95","EUR","1.0000000000","Entertainment","Coffee","Savings","","","None"
"Expense","2022-05-17 11:10:10","11:10","Bus","-7.00","EUR","1.0000000000","Car","Transport","Wallet","","","None"
"Expense","2022-05-17 11:10:03","11:10","Coffee","-2.20","EUR","1.0000000000","Entertainment","Coffee","Savings","","","None"
"Expense","2022-05-15 20:55:36","20:55","Coffee","-9.00","EUR","1.0000000000","Entertainment","Coffee","Savings","","","None"
"Expense","2022-05-15 20:55:27","20:55","Coffee","-11.00","EUR","1.0000000000","Entertainment","Coffee","Savings","","","None"
"Expense","2022-05-14 15:09:29","15:09","Coffee","-4.00","EUR","1.0000000000","Entertainment","Coffee","Savings","","","None"
"Expense","2022-05-13 00:24:29","00:24","Beer","-35.00","EUR","1.0000000000","Entertainment","Drinks","Wallet","","","None"
"Expense","2022-05-12 20:00:03","20:00","Food","-7.50","EUR","1.0000000000","Entertainment","Dining Out","Savings","","","None"
"Expense","2022-05-12 12:45:57","12:45","Food","-13.00","EUR","1.0000000000","Entertainment","Dining Out","Wallet","","","None"
"Expense","2022-05-12 12:45:50","12:45","Coffee","-2.20","EUR","1.0000000000","Entertainment","Coffee","Savings","","","None"
"Expense","2022-05-11 19:42:23","19:42","Gzone","-5.00","EUR","1.0000000000","Others","Others","Savings","","","None"
"Expense","2022-05-11 16:46:57","16:46","Snack","-0.90","EUR","1.0000000000","Entertainment","Dining Out","Wallet","
","","None"
"Expense","2022-05-11 14:13:23","14:13","Coffee","-4.40","EUR","1.0000000000","Entertainment","Coffee","Savings","","","None"
"Expense","2022-05-11 12:54:43","12:54","Snack","-4.00","EUR","1.0000000000","Entertainment","Dining Out","Savings","
","","None"
"Expense","2022-05-10 21:07:22","21:07","Food","-6.00","EUR","1.0000000000","Entertainment","Dining Out","Savings","","","None"
"Expense","2022-05-10 19:16:28","19:16","Coffee","-2.20","EUR","1.0000000000","Entertainment","Coffee","Savings","","","None"
"Expense","2022-05-10 14:49:24","14:49","Snack","-4.00","EUR","1.0000000000","Entertainment","Dining Out","Savings","
","","None"
"Expense","2022-05-09 22:59:41","22:59","Food","-9.00","EUR","1.0000000000","Entertainment","Dining Out","Savings","","","None"
"Expense","2022-05-09 22:59:34","22:59","Groceries","-2.10","EUR","1.0000000000","Household","Grocery","Savings","
","","None"
"Expense","2022-05-09 22:59:23","22:59","Coffee","-3.40","EUR","1.0000000000","Entertainment","Coffee","Savings","Kerasma","","None"
"Expense","2022-05-05 16:26:31","16:26","Google Colab","-10.00","EUR","1.0000000000","Others","Others","Savings","","","None"
"Expense","2022-04-29 22:55:08","22:55","Aliexpress","-3.00","EUR","1.0000000000","Entertainment","Shopping","Savings","","","None"
"Expense","2022-04-29 22:54:43","22:54","Udemy","-14.00","EUR","1.0000000000","Household","School","Savings","","","None"
"Expense","2022-04-26 19:16:31","19:16","Gamepass","-10.00","EUR","1.0000000000","Entertainment","Games","Savings","","","None"
"Expense","2022-04-25 17:43:55","17:43","Food","-16.00","EUR","1.0000000000","Entertainment","Dining Out","Savings","","","None"
"Expense","2022-04-25 14:13:53","14:13","Coffee","-17.00","EUR","1.0000000000","Entertainment","Coffee","Savings","Kerasma","","None"
"Expense","2022-04-22 12:25:02","12:25","Coffee","-2.20","EUR","1.0000000000","Entertainment","Coffee","Savings","Coffee ","","None"
"Expense","2022-04-19 11:08:31","11:08","Rent","-400.00","EUR","1.0000000000","Household","Rent","Savings","Final","","None"
"Expense","2022-04-18 11:08:46","11:08","Coffee","-8.40","EUR","1.0000000000","Entertainment","Coffee","Savings","Coffee ","","None"
"Expense","2022-04-17 15:33:42","15:33","Taxi","-28.00","EUR","1.0000000000","Car","Transport","Wallet","","","None"
"Expense","2022-04-17 10:06:00","10:06","Snack","-2.85","EUR","1.0000000000","Entertainment","Dining Out","Savings","
","","None"
"Expense","2022-04-16 17:00:29","17:00","Food","-12.50","EUR","1.0000000000","Entertainment","Dining Out","Savings","","","None"
"Expense","2022-04-16 16:23:03","16:23","Coffee and snack","-3.75","EUR","1.0000000000","Entertainment","Coffee","Savings","","","None"
"Expense","2022-04-15 15:32:38","15:32","Coffee","-4.10","EUR","1.0000000000","Entertainment","Coffee","Savings","Coffee ","","None"
"Expense","2022-04-15 13:27:09","13:27","Food","-7.50","EUR","1.0000000000","Entertainment","Dining Out","Savings","","","None"
"Expense","2022-04-15 12:01:23","12:01","Koinoxrista","-93.23","EUR","1.0000000000","Household","Rent","Savings","Nov dec","","None"
"Expense","2022-04-14 20:22:49","20:22","Food","-8.90","EUR","1.0000000000","Entertainment","Dining Out","Savings","","","None"
"Expense","2022-04-13 17:40:29","17:40","Food","-6.10","EUR","1.0000000000","Entertainment","Dining Out","Savings","","","None"
"Expense","2022-04-13 17:40:17","17:40","Coffee and snack","-4.40","EUR","1.0000000000","Entertainment","Coffee","Savings","","","None"
"Expense","2022-04-12 17:39:45","17:39","Coffee and snack","-3.75","EUR","1.0000000000","Entertainment","Coffee","Savings","","","None"
"Expense","2022-04-11 17:05:13","17:05","Food","-14.50","EUR","1.0000000000","Entertainment","Dining Out","Savings","","","None"
"Expense","2022-04-11 11:47:25","11:47","Groceries","-4.31","EUR","1.0000000000","Household","Grocery","Savings","
","","None"
"Expense","2022-04-11 11:47:18","11:47","Coffee and snack","-4.00","EUR","1.0000000000","Entertainment","Coffee","Savings","","","None"
"Expense","2022-04-10 19:17:53","19:17","Food","-9.30","EUR","1.0000000000","Entertainment","Dining Out","Savings","","","None"
"Expense","2022-04-10 15:33:16","15:33","Coffee and snack","-4.30","EUR","1.0000000000","Entertainment","Coffee","Savings","","","None"
"Expense","2022-04-09 16:13:29","16:13","Food","-7.50","EUR","1.0000000000","Entertainment","Dining Out","Savings","","","None"
"Expense","2022-04-09 09:48:19","09:48","Coffee and snack","-4.00","EUR","1.0000000000","Entertainment","Coffee","Savings","","","None"
"Expense","2022-04-08 15:04:31","15:04","Food","-10.70","EUR","1.0000000000","Entertainment","Dining Out","Savings","","","None"
"Expense","2022-04-08 12:58:23","12:58","Cyta","-23.00","EUR","1.0000000000","Utilities","Mobile","Savings","","","None"
"Expense","2022-04-08 10:58:02","10:58","Coffee","-3.75","EUR","1.0000000000","Entertainment","Coffee","Savings","Coffee ","","None"
"Expense","2022-04-08 09:31:38","09:31","Snack","-2.50","EUR","1.0000000000","Entertainment","Dining Out","Savings","
","","None"
"Expense","2022-04-07 14:07:16","14:07","Coffee and snack","-4.80","EUR","1.0000000000","Entertainment","Coffee","Savings","","","None"
"Expense","2022-04-06 18:15:27","18:15","Internet","-23.90","EUR","1.0000000000","Utilities","Internet","Savings","","","None"
"Expense","2022-04-06 15:13:12","15:13","Coffee and snack","-4.10","EUR","1.0000000000","Entertainment","Coffee","Savings","","","None"
"Expense","2022-04-05 09:05:09","09:05","Coffee and snack","-4.60","EUR","1.0000000000","Entertainment","Coffee","Savings","","","None"
"Expense","2022-04-04 16:41:35","16:41","Coffee and snack","-3.20","EUR","1.0000000000","Entertainment","Coffee","Savings","","","None"
"Expense","2022-04-03 14:59:22","14:59","Coffee and snack","-3.90","EUR","1.0000000000","Entertainment","Coffee","Savings","","","None"
"Expense","2022-04-03 14:59:16","14:59","Food","-6.90","EUR","1.0000000000","Entertainment","Dining Out","Savings","","","None"
"Expense","2022-04-02 19:07:49","19:07","Food","-10.40","EUR","1.0000000000","Entertainment","Dining Out","Savings","","","None"
"Expense","2022-04-02 13:34:24","13:34","Coffee","-4.00","EUR","1.0000000000","Entertainment","Coffee","Savings","Coffee ","","None"
"Expense","2022-04-02 13:09:07","13:09","Snack","-2.30","EUR","1.0000000000","Entertainment","Dining Out","Savings","
","","None"
"Expense","2022-04-02 13:09:00","13:09","Metro","-4.10","EUR","1.0000000000","Car","Transport","Savings","","","None"
"Expense","2022-04-01 09:52:38","09:52","Coffee and snack","-4.40","EUR","1.0000000000","Entertainment","Coffee","Savings","","","None"
"Expense","2022-03-31 18:43:34","18:43","Groceries","-11.50","EUR","1.0000000000","Household","Grocery","Savings","
","","None"
"Expense","2022-03-31 18:43:21","18:43","Coffee and snack","-3.90","EUR","1.0000000000","Entertainment","Coffee","Savings","","","None"
"Expense","2022-03-30 20:05:49","20:05","Food","-6.10","EUR","1.0000000000","Entertainment","Dining Out","Savings","","","None"
"Expense","2022-03-30 09:53:12","09:53","Snack","-3.29","EUR","1.0000000000","Entertainment","Dining Out","Savings","
","","None"
"Expense","2022-03-29 21:10:54","21:10","Food","-6.10","EUR","1.0000000000","Entertainment","Dining Out","Savings","","","None"
"Expense","2022-03-29 14:32:28","14:32","Coffee and snack","-3.90","EUR","1.0000000000","Entertainment","Coffee","Savings","","","None"
"Expense","2022-03-28 17:07:52","17:07","Coffee and snack","-3.90","EUR","1.0000000000","Entertainment","Coffee","Savings","","","None"
"Expense","2022-03-27 14:26:47","14:26","Tiny tina","-42.00","EUR","1.0000000000","Entertainment","Games","Savings","","","None"
"Expense","2022-03-27 14:09:46","14:09","Coffee","-1.80","EUR","1.0000000000","Entertainment","Coffee","Savings","Coffee ","","None"
"Expense","2022-03-26 17:30:54","17:30","Food","-11.20","EUR","1.0000000000","Entertainment","Dining Out","Savings","","","None"
"Expense","2022-03-26 17:21:16","17:21","Groceries","-7.35","EUR","1.0000000000","Household","Grocery","Savings","
","","None"
"Expense","2022-03-25 16:32:49","16:32","Food","-11.00","EUR","1.0000000000","Entertainment","Dining Out","Savings","","","None"
"Expense","2022-03-25 13:40:16","13:40","Coffee","-8.40","EUR","1.0000000000","Entertainment","Coffee","Savings","Coffee ","","None"
"Expense","2022-03-25 10:31:51","10:31","Metro","-4.10","EUR","1.0000000000","Car","Transport","Savings","","","None"
"Expense","2022-03-24 10:47:36","10:47","Rapid test","-10.00","EUR","1.0000000000","Others","Others","Savings","","","None"
"Expense","2022-03-23 10:48:09","10:48","Groceries","-17.30","EUR","1.0000000000","Household","Grocery","Savings","
","","None"
"Expense","2022-03-23 10:47:44","10:47","Haircut","-13.00","EUR","1.0000000000","Others","Others","Savings","","","None"
"Expense","2022-03-22 19:30:51","19:30","Food","-6.90","EUR","1.0000000000","Entertainment","Dining Out","Savings","","","None"
"Expense","2022-03-22 12:08:55","12:08","Airplane","-144.00","EUR","1.0000000000","Others","Others","Savings","To athens","","None"
"Expense","2022-03-22 11:04:07","11:04","Coffee","-1.90","EUR","1.0000000000","Entertainment","Coffee","Savings","Coffee ","","None"
"Expense","2022-03-22 08:50:41","08:50","Koinoxrista","-113.73","EUR","1.0000000000","Household","Rent","Savings","Nov dec","","None"
"Expense","2022-03-22 08:50:28","08:50","Deh","-167.00","EUR","1.0000000000","Utilities","Electricity","Savings","","","None"
"Expense","2022-03-19 12:48:49","12:48","Food","-10.90","EUR","1.0000000000","Entertainment","Dining Out","Savings","","","None"
"Expense","2022-03-18 12:25:03","12:25","Food","-9.30","EUR","1.0000000000","Entertainment","Dining Out","Savings","","","None"
"Expense","2022-03-17 15:40:23","15:40","Coffee and snack","-4.80","EUR","1.0000000000","Entertainment","Coffee","Savings","","","None"
"Expense","2022-03-16 13:36:44","13:36","Food","-10.40","EUR","1.0000000000","Entertainment","Dining Out","Savings","","","None"
"Expense","2022-03-15 08:09:54","08:09","Coffee and snack","-3.90","EUR","1.0000000000","Entertainment","Coffee","Savings","","","None"
"Expense","2022-03-14 13:33:56","13:33","Groceries","-18.63","EUR","1.0000000000","Household","Grocery","Savings","
","","None"
"Expense","2022-03-13 17:49:40","17:49","Food","-5.85","EUR","1.0000000000","Entertainment","Dining Out","Savings","","","None"
"Expense","2022-03-12 15:08:08","15:08","Food","-9.50","EUR","1.0000000000","Entertainment","Dining Out","Savings","","","None"
"Expense","2022-03-12 11:20:21","11:20","Snack","-2.50","EUR","1.0000000000","Entertainment","Dining Out","Savings","
","","None"
"Expense","2022-03-11 13:08:31","13:08","Food","-6.10","EUR","1.0000000000","Entertainment","Dining Out","Savings","","","None"
"Expense","2022-03-10 07:00:09","07:00","Rent","-400.00","EUR","1.0000000000","Household","Rent","Savings","November ","","None"
"Expense","2022-03-10 03:42:12","03:42","Coffee and snack","-3.90","EUR","1.0000000000","Entertainment","Coffee","Savings","","","None"
